"X1"	"X2"	"X3"	"X4"	"X5"	"X6"	"X7"	"X8"	"X9"	"X10"
"1"	0.338193896190028	0.0225561436869346	-0.171422314825572	-0.13346843756576	0.17264353363412	-0.0134834033426052	-0.0036679204939948	0.291407671092098	0.111208516715147	0.237216662758803
"2"	0.351214748203777	0.029831463875842	-0.185740857199478	-0.116558313819995	0.179478316930465	-0.00921961900544705	-0.0335984536328561	0.313509095831416	0.142783223859324	0.268959778714004
"3"	0.356293373951888	0.0437990617467293	-0.169239589723607	-0.153015505477262	0.161698732894263	-0.0302684446850902	-0.02304578916603	0.322229606221901	0.133554502795585	0.241513197011544
"4"	0.356288021047582	0.0326671206010612	-0.187004009124272	-0.16317107427257	0.158310536674868	-0.0198079256072386	-0.0111739158791603	0.338202326441214	0.171598262527772	0.263358317406449
"5"	0.387775753636251	0.0829473737864486	-0.162519177603238	-0.133347640685653	0.18593655628024	-0.0288895571140117	-0.0138240224775803	0.284364724459473	0.128471802920182	0.246302958843738
"6"	0.360852545061893	0.0411938949761031	-0.16788970876284	-0.120982207696787	0.205855485872084	-0.0358987205148466	-0.0300357412229297	0.28924920575459	0.101749981966646	0.225289871668737
"7"	0.392675331516089	0.0614391417030435	-0.178695935896435	-0.149138548072595	0.187018486101669	-0.0410606304676756	-0.0196872381165686	0.283674383493366	0.107170208814802	0.229339444322735
"8"	0.375563422084004	0.0500782503036058	-0.186825035172489	-0.140691639995835	0.171643478603222	-0.0198556044924861	-0.0288227693640693	0.321524706596498	0.123842211261045	0.229654303927105
"9"	0.383436461816252	0.0511129598539228	-0.169413988236043	-0.16129200177767	0.178854679645356	-0.0160874135769276	-0.00349884291348788	0.28864072349608	0.122989580590548	0.253848584696118
"10"	0.390970320602714	0.0544103166373644	-0.172854995602905	-0.144975508598495	0.153877634113653	-0.0252364021703182	-0.0182771257253659	0.264262668568441	0.0927200349160554	0.224112301229555
"11"	0.358434258369201	0.0508304018507445	-0.125423181167599	-0.109797840230244	0.1929174183349	-0.0109508819006224	-0.0268583575149904	0.258111889855228	0.0999175451632037	0.220863550259603
"12"	0.39815452218389	0.0680757089688607	-0.143666834017173	-0.143731995074546	0.195335184168941	-0.0608533639048282	-0.0380252148202018	0.274461535143566	0.101251250743278	0.205800194100867
"13"	0.371708723719672	0.062466765808941	-0.137689679857606	-0.103800323384779	0.18377761032034	-0.0625488085697612	-0.0240526166787589	0.282716602216954	0.0747294695333156	0.18865870177819
"14"	0.335988788623176	0.0131378250273305	-0.161767895486443	-0.158809740261375	0.160700250653998	-0.0139228712214213	-0.00434135058167181	0.347310663120566	0.180201374461464	0.272890527279034
"15"	0.365585491959214	0.0418684166096222	-0.16410231574575	-0.152115736772728	0.19072164297366	-0.0397363409346056	-0.0214377048908361	0.30348048892132	0.131774833928499	0.247535401071433
