"X1"	"X2"	"X3"	"X4"
"1"	3.15871845830487	2.93509341865109	2.37741654140378	1.52877158164026
"2"	3.35556505515954	2.8540145817729	2.45074032104119	1.33968004202637
"3"	3.5800282953245	2.78626366199275	2.1134550498868	1.52025299279594
"4"	3.5118361211064	2.89794679410144	2.0208879385734	1.56932914621876
"5"	3.32006081371106	3.16291321463471	1.83381248406463	1.6832134875896
"6"	3.46371768326232	2.53960178361673	2.05511188524367	1.94156864787727
"7"	3.34899960933671	2.85063603568013	2.31294316616699	1.48742118881617
"8"	3.04865256543299	2.73500204113459	2.38929045008164	1.82705494335077
"9"	3.62537860882469	2.73041512460646	2.2570191089097	1.38718715765916
"10"	3.35280438987174	3.00028948264482	2.37291974536657	1.27398638211687
"11"	3.55830638186905	2.54601238765353	2.19156845483484	1.70411277564258
"12"	3.81867772750953	2.53118382438007	2.02656778630642	1.62357066180398
"13"	3.51135846205937	2.8705929512812	2.18664490838355	1.43140367827589
"14"	3.70444180526399	2.65104140862586	1.90913965525927	1.73537713085088
"15"	3.39001215183896	2.9578388015376	2.34457477130793	1.3075742753155
"16"	3.84002128602563	2.64726846365172	2.16259214571905	1.3501181046036
"17"	3.07220152416383	2.57735012064622	2.30975693823906	2.0406914169509
"18"	3.98953256302014	2.62854997508418	1.91603417967377	1.46588328222191
"19"	3.44211896709919	2.93372233010438	2.54553328871617	1.07862541408026
"20"	3.51659491685587	2.37032518827536	2.22915033476782	1.88392956010095
"21"	3.54977165971279	2.79528403280391	2.18605915097816	1.46888515650514
"22"	3.27633337445827	3.15258060521632	1.97868602960412	1.5923999907213
"23"	3.68334904190588	2.61324156808687	2.44317238138084	1.26023700862641
"24"	3.07751113519691	2.90777576904936	2.5817883665789	1.43292472917483
"25"	3.38080526949663	3.07158645575314	1.88649985247076	1.66110842227948
"26"	3.40620831020689	2.96730208122249	1.96881754240794	1.65767206616268
"27"	3.44224014553438	3.06301943703308	2.05137617312022	1.44336424431232
"28"	3.4125310173378	3.13656510269902	1.98471540713527	1.46618847282791
"29"	4.04352966447425	2.54237435282761	1.9690158400205	1.44508014267764
"30"	3.57050995241014	2.83705806880042	2.07043731336177	1.52199466542766
"31"	3.18812851870389	2.91426899055813	2.24761928618378	1.6499832045542
"32"	3.63608011518777	2.89640003379694	2.21507618763581	1.25244366337948
"33"	3.34925012341253	2.99895420672129	2.03702805723945	1.61476761262673
"34"	3.35001284292501	2.88666536060741	2.06949905351236	1.69382274295523
"35"	3.62610070003032	2.93949433759402	1.92888013973663	1.50552482263902
"36"	3.08802418422684	2.89557212949865	2.29559636167417	1.72080732460034
"37"	3.2452869839931	2.65847074093245	2.30201494858407	1.79422732649038
"38"	3.2286282263897	2.92792357832056	2.00682797841432	1.83662021687543
"39"	3.22618393579005	2.72770201776703	2.08234986999715	1.96376417644576
"40"	3.32270511689662	3.24283162316963	2.0255919970585	1.40887126287524
"41"	3.08449054770839	2.76752158011501	2.51632497970441	1.63166289247219
"42"	3.58939488196918	2.78514081726988	2.00892733249118	1.61653696826976
"43"	3.26381476044388	2.58221422674843	2.31890536295842	1.83506564984927
"44"	3.20245633114712	2.56067102770435	2.28975493567257	1.94711770547596
"45"	3.27531613327848	2.9033332480002	2.02439049630571	1.79696012241561
"46"	3.25010425883747	2.77383729167577	2.29434858925528	1.68170986023148
"47"	3.14190726259718	2.86598117140362	2.40727560057342	1.58483596542579
"48"	3.21772114645691	2.7725065237553	2.29157746562354	1.71819486416424
"49"	3.19462364444281	2.89692314270378	2.22256243684159	1.68589077601182
"50"	3.54785889310023	2.94562608677934	2.02803735765716	1.47847766246326
"51"	3.21776079626092	2.75903796037831	2.48221584433334	1.54098539902743
"52"	3.37379439862477	2.88835832584405	2.34436564422155	1.39348163130962
"53"	3.44424166527426	2.77210146374144	2.07319921147477	1.71045765950954
"54"	3.5069558071442	2.95026370508681	2.11397211521466	1.42880837255434
"55"	3.20004424607224	2.76757022006393	2.4591864999038	1.57319903396003
"56"	3.31651766770007	2.96071397457858	2.10422125597862	1.61854710174273
"57"	3.47029553150607	2.8549599440015	1.94930402105624	1.72544050343619
"58"	3.55241043948028	2.6036489593125	2.28977436572054	1.55416623548668
"59"	3.29881353754648	2.93936999885178	1.9970005866097	1.76481587699204
"60"	3.23926445594411	2.63654099339689	2.62109021388649	1.50310433677251
"61"	3.28007570554959	2.93666538170161	2.07389222320327	1.70936668954553
"62"	3.4439079822111	2.81851043138374	2.09046915566311	1.64711243074205
"63"	3.4062504266066	2.68908287595737	2.36498770793226	1.53967898950377
"64"	3.40732450255702	2.79006594086987	2.30269980667584	1.49990974989727
"65"	3.38838385356472	3.05877277722569	2.00207302535716	1.55077034385242
"66"	3.52120456258737	2.59800303909345	2.07294289385055	1.80784950446862
"67"	3.45231708669998	2.94423740047348	2.01579105957565	1.5876544532509
"68"	3.44957143839935	2.91593584131875	2.03314020830451	1.60135251197739
"69"	3.44755144897012	2.59929609631111	2.03375031044289	1.91940214427588
"70"	3.57780791168073	3.09302342163367	2.09073665421995	1.23843201246565
"71"	3.52933474436283	3.09929275589361	1.86586013189954	1.50551236784402
"72"	3.43636106899413	3.23834464588469	1.95213814008204	1.37315614503914
"73"	3.40219711999145	2.7324740645442	2.30125222613963	1.56407658932472
"74"	3.51996415744373	2.57191781610139	2.19797163037004	1.71014639608484
"75"	3.26667222553494	2.67644118936896	2.21222317507773	1.84466341001836
"76"	3.41165153609004	2.89001035063152	2.26969439960293	1.42864371367551
"77"	3.46505490969703	2.53174223760101	2.15930171362801	1.84390113907395
"78"	3.58829614890083	2.95847157343511	1.81628563985128	1.63694663781279
"79"	3.44489412256048	2.68785924021553	2.47533130839821	1.39191532882577
"80"	3.05135538158553	2.63573201047297	2.36500569834314	1.94790690959836
"81"	3.41423391210668	2.62227356581287	2.33798657906989	1.62550594301056
"82"	3.39586375070371	2.64512956145054	2.40512120645857	1.55388548138717
"83"	3.3793352623201	2.55439707241769	2.16387093066709	1.90239673459512
"84"	3.47130918065141	2.46881505736356	2.26388807949015	1.79598768249488
"85"	3.77806743939545	2.75117280462345	1.78100992675691	1.68974982922419
"86"	3.09819583646464	2.98366241853259	2.24363652845872	1.67450521654406
"87"	3.86408728955406	3.113281767291	2.11548718367776	0.907143759477182
"88"	3.62516649333044	2.6261232316848	2.03230835287478	1.71640192210998
"89"	3.05128022487231	2.83426956423748	2.37600458151753	1.73844562937268
"90"	3.15323571854564	2.97492639115447	2.09507110574935	1.77676678455055
"91"	3.32568365766668	2.73276240525278	2.30149165164109	1.64006228543946
"92"	3.27728775744925	2.84385881270693	2.23600459733869	1.64284883250513
"93"	3.57339460213319	3.17218033580023	2.09047047233627	1.16395458973031
"94"	3.46410336287757	2.61023069781979	2.58714662304044	1.3385193162622
"95"	3.84798942389592	2.42868058795596	2.29219776617234	1.43113222197578
"96"	3.35033464495839	2.94926483279998	2.50417833442239	1.19622218781924
"97"	3.126020753354	3.00356708554232	2.01757373870245	1.85283842240122
"98"	3.80539841783931	2.67768630992016	2.05265780987161	1.46425746236892
"99"	3.27415399764706	3.02423728690643	1.8688653307575	1.83274338468901
"100"	3.689873422617	2.95861800760373	1.97431672830643	1.37719184147284
"101"	3.17813869838008	2.96363208666971	2.38527392123733	1.47295529371287
"102"	3.10181427974676	2.76786256381251	2.27652765861418	1.85379549782655
"103"	3.66262801727718	2.76146309618697	2.32807764181869	1.24783124471715
"104"	3.6470004043252	2.72217479453806	1.9871362393164	1.64368856182033
"105"	3.58666206299677	2.66457595680465	2.29143640425559	1.45732557594299
"106"	3.22307285349799	2.7708413058937	2.46082833403111	1.5452575065772
"107"	2.97972580892366	2.7744986395388	2.36711440872968	1.87866114280785
"108"	3.32193426541176	2.7698300145482	2.44628820663941	1.46194751340063
"109"	3.5356887192726	2.64393942205886	2.1046995211087	1.71567233755984
"110"	3.54235518725961	2.95333141436713	2.07778972109705	1.42652367727621
"111"	3.2736528152447	2.57972134995019	2.47148250498112	1.67514332982399
"112"	3.2530178127208	2.71402490200984	2.29505113848745	1.73790614678191
"113"	3.75084080015413	3.14893466401831	1.63661456227797	1.46360997354958
"114"	3.22852691126542	3.03390528233169	2.14675946623075	1.59080834017213
"115"	3.44334517467648	2.93542068205513	2.14397241804864	1.47726172521975
"116"	3.27610446458269	2.72195608762553	2.36245645389084	1.63948299390093
"117"	3.86238269927821	2.47027365739328	2.04168466541577	1.62565897791274
"118"	3.226703529368	2.78973563425121	2.35778803777538	1.62577279860541
"119"	3.65264001508519	2.46286836357736	2.24685258005174	1.6376390412857
"120"	3.78704404941759	2.74475532508988	2.35640886063948	1.11179176485306
"121"	3.62713097607912	2.91113524786003	2.01344402086115	1.4482897551997
"122"	3.36087447568004	3.0210738722167	1.99486256744532	1.62318908465794
"123"	3.30961384706438	2.72508004702059	2.57787010042532	1.38743600548971
"124"	3.57090414929914	2.71967865741182	2.16255471562247	1.54686247766658
"125"	3.27427001307316	3.16884780170399	2.34335875448574	1.21352343073711
"126"	3.30326226077315	3.17710184148366	2.26535906232031	1.25427683542288
"127"	3.45102198962017	3.03420180646864	1.88746076487505	1.62731543903614
"128"	3.28965181043203	2.76237870824872	2.49059978993624	1.45736969138301
"129"	3.62026316728293	3.05715093360272	2.10747821930622	1.21510767980813
"130"	3.65605750146633	3.44846644387376	1.74648121396843	1.14899484069149
"131"	3.36629049195945	2.47639914771007	2.27673895623658	1.8805714040939
"132"	3.61168266181187	2.61891474848018	2.37984864377125	1.38955394593669
"133"	3.44772938980869	3.0398711864306	2.03329254987104	1.47910687388967
"134"	3.52236698092324	2.61885579098615	2.32206254305336	1.53671468503725
"135"	3.20077684706761	2.99668087086373	1.95584677984912	1.84669550221954
"136"	3.67794686169296	3.42679985946397	1.6861542182872	1.20909906055586
"137"	3.47214417152321	2.73834719152691	2.50511175262345	1.28439688432644
"138"	3.79684780165197	2.54326746946812	1.96553867448297	1.69434605439693
"139"	3.55318827888282	2.74402609378799	2.1211903608819	1.58159526644728
"140"	3.48227941900392	2.63703145011365	2.15432306312417	1.72636606775827
"141"	3.47050932475962	3.11148137940501	1.85704223019773	1.56096706563764
"142"	3.84695862247522	2.7523316983515	2.03708914724393	1.36362053192935
"143"	3.39545169651935	2.9506476855739	2.62786531528034	1.02603530262641
"144"	3.29386369748316	2.66419246432909	2.19453710116674	1.84740673702101
"145"	3.74772267502881	3.07241331614749	1.6952989967758	1.4845650120479
"146"	3.42405283848577	2.84328596733701	2.34472315619379	1.38793803798343
"147"	3.44256585276826	3.09209423000579	2.09380115705573	1.37153876017022
"148"	3.31014457284697	2.8188923328743	2.54592156888505	1.32504152539367
"149"	3.00504254270445	2.77987749803193	2.33683666104803	1.87824329821559
"150"	3.24452368179167	2.66065093329223	2.16993474498732	1.92489063992879
"151"	3.40963732647092	2.89582323637745	2.00429888109702	1.6902405560546
"152"	3.22742016923153	2.93981077404391	2.26442082687279	1.56834822985178
"153"	3.46895767514398	2.95018969005455	2.0786629327022	1.50218970209926
"154"	3.58746916284584	3.06939606248883	1.96929494044265	1.37383983422269
"155"	3.32823434311999	3.19581593793468	1.95822446096171	1.51772525798362
"156"	3.51276180663431	2.88172893497619	1.83307712153425	1.77243213685525
"157"	3.29313942563317	2.59912809733489	2.45585754553412	1.65187493149782
"158"	3.35562340749054	2.70197766316404	2.18131508949067	1.76108383985475
"159"	3.07017513133421	2.86199211611633	2.53998046165417	1.52785229089528
"160"	3.78084712116667	3.21331514830494	1.56977282263404	1.43606490789434
"161"	3.69080774683339	3.05201962412545	2.11996073996464	1.13721188907652
"162"	3.13496394461648	3.03658644342455	2.1569534106397	1.67149620131927
"163"	3.39951347348449	2.73382635909699	2.29833702763845	1.56832313978007
"164"	3.31598015422832	3.08841237004964	2.04700976182985	1.5485977138922
"165"	3.44805123288346	2.53748176061166	2.13422957410684	1.88023743239804
"166"	3.72430951291962	3.0055033065329	1.87223797032948	1.39794921021801
"167"	3.23886018033597	3.02333979556867	2.15134781675118	1.58645220734418
"168"	3.36479694958352	2.82725254886553	2.44980176188961	1.35814873966134
"169"	3.48449408378137	2.70511921761517	2.153982142683	1.65640455592046
"170"	3.62185171908611	3.1368832892544	2.12492785163246	1.11633714002703
"171"	3.40198816002465	3.14778262561625	1.96711250211423	1.48311671224487
"172"	3.22569607793288	2.54393130841445	2.24895543262137	1.98141718103129
"173"	3.02577026088031	2.91521645615346	2.43756058109262	1.6214527018736
"174"	3.91899447618855	2.8511171022103	1.9003243915706	1.32956403003055
"175"	3.54794955131893	2.79765213974736	1.94042186823051	1.71397644070319
"176"	3.40321046642099	3.044249375387	2.09650886469894	1.45603129349307
"177"	3.04200880346034	3.00273000165174	2.2960111797044	1.65925001518352
"178"	3.72339886980106	2.70410351004414	1.880803009062	1.69169461109281
"179"	3.16890715707314	2.96815479395605	2.31650365629195	1.54643439267886
"180"	3.49902061829601	2.84184861615936	2.35185726045335	1.30727350509128
"181"	3.63400039503571	2.42236397674166	2.19852890113667	1.74510672708597
"182"	3.30518341714486	2.77597421476326	2.48703384681393	1.43180852127795
"183"	3.51481088815876	3.07763198951221	2.03128050755962	1.37627661476941
"184"	3.23602046449422	2.97400760776756	2.06301199989089	1.72695992784734
"185"	3.4392012599358	2.52450168724827	2.36481607236722	1.67148098044871
"186"	3.33291646899982	2.78363664974247	2.33895376153868	1.54449311971904
"187"	3.36659250240197	2.84148382702669	2.22867332651564	1.5632503440557
"188"	3.51337452858124	2.64380700902149	2.31831285049148	1.52450561190579
"189"	3.30338187878622	3.08979772107251	2.22451294273972	1.38230745740155
"190"	3.74879434704219	2.64404701867163	2.09475207264526	1.51240656164092
"191"	3.72451574383565	3.136543436811	1.60079024836875	1.5381505709846
"192"	3.38400000219373	2.91360374680061	2.04319964161395	1.6591966093917
"193"	3.61534748578676	3.38401820854155	2.02849778044914	0.972136525222545
"194"	3.28571801387623	3.02521147896384	2.26988588753159	1.41918461962834
"195"	3.63921645506001	2.60539871185348	2.05892727214653	1.69645756093998
"196"	3.27933387674157	2.85077330011615	2.11894769862014	1.75094512452214
"197"	3.19611777302792	2.79365473942591	2.13912078276258	1.8711067047836
"198"	3.75962334021221	2.59646924389487	1.98147896237175	1.66242845352118
"199"	3.49560650197988	3.10273040722099	1.93334874659541	1.46831434420372
"200"	3.5378492512632	2.74972201017076	2.09880433017895	1.61362440838709
"201"	3.33670715552175	2.86053240818344	2.26647340399479	1.53628703230003
"202"	3.07119793669104	2.83374952784136	2.6447523136017	1.4503002218659
"203"	3.36161217926375	3.06705928936589	2.34932625819603	1.22200227317433
"204"	3.52786113059602	2.64268570318238	1.97270598194279	1.85674718427882
"205"	3.996360568912	2.37117558235454	2.10996533037607	1.52249851835738
"206"	3.83352334481653	2.51798054677216	2.23246110054637	1.41603500786494
"207"	3.48545904310401	3.30783875649184	1.70457015094088	1.50213204946327
"208"	3.68445158057308	3.26059840582504	1.605541422596	1.44940859100588
"209"	3.39206190774304	2.8806534203931	1.95108592927482	1.77619874258903
"210"	3.1872937620367	2.68482917105121	2.31571744811228	1.81215961879982
"211"	3.56628477318955	2.85955509429273	2.35381533271336	1.22034479980436
"212"	3.72168187931939	2.79488969554218	2.15160895945766	1.33181946568078
"213"	3.68113603769318	2.61432157372306	1.91331389653775	1.79122849204602
"214"	3.38231379214048	3.10635966857872	2.26664255913289	1.24468398014791
"215"	3.32777068973198	2.9973104602402	2.51612563909024	1.15879321093758
"216"	3.31265808643364	2.9844153792597	2.08846526190303	1.61446127240362
"217"	3.33889906770534	3.06705918228014	2.00328865090051	1.59075309911401
"218"	3.4875406728205	2.86476657322428	2.00435082620303	1.64334192775219
"219"	3.54852740580953	2.87538545339865	2.0048042479599	1.57128289283192
"220"	3.67326322494709	2.78344891786688	2.30971306296578	1.23357479422025
"221"	3.54801352224997	2.9050972348603	2.09736324966868	1.44952599322105
"222"	3.52827410706515	2.43568904906062	2.3032452451328	1.73279159874143
"223"	3.50047158016571	2.81734710248466	2.27042737592747	1.41175394142216
"224"	3.8344640724307	3.06483179209065	1.67992076542537	1.42078337005328
"225"	3.54051907236434	2.73782062529664	2.44449784594492	1.27716245639409
"226"	3.29904186947456	2.72786318153456	2.13810846194172	1.83498648704915
"227"	3.42437755348028	2.70131594294394	2.40158463376379	1.47272186981198
