"X1"	"X2"	"X3"	"X4"
"1"	0.515622236653656	0.180965271965186	0.0411510150846748	0.0249182922378834
"2"	0.300965071201844	0.166544472810581	0.0612882360612523	0.0201317343902455
"3"	0.827028749960147	0.163836439110844	0.0630267628820989	0.0288272514371908
"4"	0.358133040876716	0.183965827445626	0.0725800457047272	0.0239741049757376
"5"	0.316806390703258	0.175072840891631	0.0380245444169738	0.0189619122910642
"6"	0.3640804956136	0.182106423345719	0.0487607845008938	0.0197537751306468
"7"	0.454362315847782	0.368134356505524	0.10280003208812	0.030852792365307
"8"	0.431703060464201	0.190253624211434	0.0621537215438225	0.0216632664999257
"9"	0.455665396807116	0.132050713443721	0.0466783942747306	0.0178883193079282
"10"	0.615895839230589	0.283772435129318	0.0793874058836988	0.0232599824523086
"11"	0.972139119756184	0.12668659189019	0.0567671646157575	0.0359193617121128
"12"	0.650267821722248	0.213386602730788	0.067189818816206	0.0223805887586506
"13"	0.451403835652075	0.273359974882847	0.076557643323538	0.0212846749441833
"14"	0.457296136959706	0.19386267971002	0.0495390026070948	0.0247404561472251
"15"	0.574190151889803	0.161940619333026	0.0329927725994847	0.0234029642987784
"16"	0.365401776719998	0.27049569420699	0.10560338824855	0.0240949959061613
"17"	0.661355664324891	0.307491291028451	0.0821112470428991	0.0219289336699708
"18"	0.496265186821429	0.130250645316257	0.0545860894838037	0.0165039844332245
"19"	0.458343979662693	0.140778905636799	0.0338527240588508	0.0176339472488578
"20"	0.224162735378885	0.125944944450025	0.0287901834015054	0.0199076492603544
"21"	0.999317716416109	0.190001632505569	0.0672998554856016	0.0268484777627127
"22"	0.81148295845775	0.201748272437153	0.10013759959211	0.0291474259150246
"23"	0.478790274792712	0.172431352915987	0.0759899241926693	0.0192393510481431
"24"	0.323416451318391	0.259817871763407	0.064021222938396	0.0311000872128467
"25"	0.549810026349222	0.188184985002422	0.0636277896893384	0.0212347676964463
"26"	0.276849779660678	0.256554640041041	0.0674228201087383	0.0187194917390234
"27"	0.56716425381609	0.16471294615421	0.0585092385652199	0.0229656762320732
"28"	0.479628453404499	0.130852170175897	0.0468188522632974	0.018064599423804
"29"	0.244210157716416	0.210799474598176	0.0467798420055048	0.0207124480335697
"30"	0.418777990696673	0.304292344490733	0.075461653340851	0.0242690534027981
"31"	0.62832054470591	0.189641493966977	0.0659216032498442	0.0215874309535843
"32"	0.489346595579701	0.165741058100797	0.0615544959442918	0.0196490044607016
"33"	0.308783420508496	0.216458173658925	0.0549604879681389	0.0183626563927807
"34"	0.342374303561535	0.131707949024237	0.0939224695215193	0.0271324976325837
"35"	0.63016232439282	0.225916889940703	0.0971537801250363	0.0304532471966531
"36"	0.144316580453713	0.137979786794104	0.0447471641833581	0.0162440547272406
"37"	0.24912942461039	0.204773617696396	0.0575043285656151	0.0218668473626673
"38"	0.696947639321518	0.143134460310855	0.0356474090639032	0.0207723438374664
"39"	0.473096639671858	0.157460005505761	0.0530425926441008	0.0184953038192845
"40"	0.534812398883946	0.26271497446943	0.0685807663170917	0.0245017020043458
"41"	0.539105023314853	0.282077587023404	0.0929623983337662	0.0242785904699435
"42"	0.40486296740762	0.228172081229932	0.0657071002840636	0.0166645474510368
"43"	0.431828298104765	0.340591853193816	0.0810962271315291	0.0232745231626688
"44"	0.472890040105072	0.239948822642711	0.0697651960699872	0.020895699786872
"45"	0.951148377063152	0.307379738606481	0.071350980654491	0.0262946855847374
"46"	0.287410669593466	0.242509305580196	0.0657582444670794	0.018963395963068
"47"	0.983893315330427	0.182252234627785	0.0643323567884318	0.0213104779994973
"48"	0.254334870523689	0.18550961426366	0.0460825427625957	0.0167967324816194
"49"	0.599716726872067	0.235739919091781	0.0674363077002721	0.022453593509153
"50"	0.653027934209923	0.214736287810989	0.054263498015367	0.031099961781422
"51"	0.279372914797958	0.0939069456252925	0.0804643446907634	0.0299652928848374
"52"	0.470184253864646	0.234511376310111	0.0535002913130886	0.0218931978841048
"53"	0.304378282606327	0.21739782201672	0.0782025152022924	0.0214090148976611
