"X1"	"X2"	"X3"	"X4"	"X5"	"X6"	"X7"	"X8"	"X9"	"X10"
"1"	0.213788744721445	0.0448704951957389	-0.125223514431161	0.111382737844833	0.231351354099362	-0.131782507238439	0.177273750354938	0.956981817860817	-0.625123979231318	0.702263831198468
"2"	0.249230127784097	0.0887225050749175	-0.130540612470211	0.112154878209273	0.24699307017273	-0.202217089244882	0.179600433376521	0.937378728909701	-0.638341197699887	0.706023793886261
"3"	0.191826458641542	0.0483754316373234	-0.118214456137007	0.0681321232747717	0.2263249770122	-0.205194178856857	0.139400509489875	0.947847507348706	-0.548728703601554	0.731532030998463
"4"	0.20213224386568	-0.0188318281087347	-0.0745520861000081	0.0598204629470062	0.227898585662037	-0.115661890577006	0.0906881388440452	1.10439025746212	-0.597412168814044	0.603924683257943
"5"	0.193568485132211	-0.00770855438335447	-0.00561463872573663	0.0760026721517946	0.221416101573029	-0.131770168501936	0.0610684599252883	1.12199093415287	-0.589754819024257	0.672717721005139
"6"	0.214908381317921	0.0449844188129847	-0.15392153511195	0.117990163113659	0.221221203735778	-0.201960102740807	0.179173641513043	0.91933749392438	-0.611136330389296	0.705132618324429
"7"	0.256326978718804	0.0668915338101142	-0.11136642435626	0.101373033479252	0.20504579583894	-0.1416360222109	0.13784510962268	0.925642243212877	-0.625990623555447	0.663401334316007
"8"	0.201699860498005	0.0158550013472607	-0.0805910209508204	0.0671414143737566	0.227592033883587	-0.194909474706882	0.168389300969924	1.04664073320971	-0.675188918830846	0.713432583379577
"9"	0.269935761964328	0.0424863847302371	-0.205787192437126	0.165072034950535	0.223473593024865	-0.223253308452809	0.209529095497297	0.91795839499192	-0.703123671683716	0.793049294468804
"10"	0.205617616015978	0.044034294769506	-0.118685737162193	0.0657708843792133	0.209285851426479	-0.175916682086579	0.141324694055649	0.920876176800634	-0.612585767710063	0.651605762963522
"11"	0.215674669628121	0.00547766591653739	-0.0681786249851536	0.0768797410475803	0.195257504052434	-0.17512106680617	0.134892608774492	1.11378910843011	-0.639970646720302	0.659688388399527
"12"	0.200146908582519	0.0356220622861936	-0.100135317663939	0.0564523325097541	0.189567248790928	-0.149405122833055	0.130750373272425	1.01744172559388	-0.587506352298785	0.662987490969499
"13"	0.214518944003755	0.0498480757052173	-0.0902814326594748	0.0930829491967377	0.242715354186853	-0.18353460446243	0.128394421914357	0.984658620339041	-0.620885586453402	0.707591301568729
"14"	0.168376651541247	0.0362735049447512	-0.0788432431738926	0.0589734545503409	0.196651567542925	-0.150360566055818	0.130020973740089	1.03487325476188	-0.654510271880347	0.657785312658605
"15"	0.205180036889652	0.0240323057941495	-0.0602253165201069	0.0711094332722505	0.189083647279196	-0.174972737381154	0.10552251948045	1.06368023699348	-0.629852489233983	0.627851059773499
"16"	0.187881974757272	0.0344667408456234	-0.107298487101313	0.101795498622571	0.198409573619574	-0.183898311712261	0.157770145928467	1.05218327012148	-0.684744771606438	0.691805748507764
"17"	0.194675601445323	0.0460965548408999	-0.082197421111469	0.113901090842197	0.20292863045923	-0.1684501451261	0.151139828885716	0.997130520355022	-0.634121975026488	0.688649036243279
"18"	0.238840097155985	0.0572294053782564	-0.0845986079828393	0.126090756499782	0.203836224488045	-0.186845021639446	0.139638576395648	1.01660145019084	-0.570421664501802	0.703748052362082
"19"	0.209071151011107	0.0279642289076139	-0.0689153208656444	0.0629283714986636	0.197931160481619	-0.114962793699133	0.133449918819083	1.06709672742162	-0.637077642132115	0.654600180103663
"20"	0.203961459087261	0.0335564729805968	-0.10074479580026	0.0988246951844303	0.202030305555559	-0.166700826599741	0.148678745724807	0.914711864628298	-0.569700099767672	0.625956349992752
"21"	0.205091764594136	0.0415229204974836	-0.140209865158964	0.112659152687861	0.212556146799285	-0.220318528027813	0.167810271267212	0.968594271633427	-0.651989236952756	0.736797754954058
"22"	0.195136195466466	0.049150211839918	-0.137642795639885	0.121792116294617	0.242696305988934	-0.177043017332303	0.225697713087257	0.981538904257666	-0.636181950062477	0.767769007285599
"23"	0.217418219812341	0.0301955443105992	-0.058009040078379	0.0520977766039147	0.201526677931367	-0.159335437846506	0.134571942988695	1.03583253435897	-0.653294957280908	0.6502886227845
"24"	0.207368770311968	0.0127614289120673	-0.112875402550874	0.121681909576465	0.262631979129805	-0.154899192905511	0.168158429954462	1.01596678420065	-0.63050420009315	0.700755677221942
"25"	0.232262894455189	0.0992955873160917	-0.205984239850442	0.141997592578748	0.243877415319216	-0.254470701166706	0.234277455643297	0.937218217524151	-0.681345543259503	0.84147463990434
