292	Mu	Mu13	0.158666667	4.670971747	0.300308861	1.5	0.155699058	1.305242798
293	SA	SA18	0.231	1.340394082	0.357424293	-1.3	0.060927004	1.173531508
294	Wh	Wh6	0.163666667	0	0.3766369	1.3	NA	0.849394279
295	SG	SG2	0.186333333	0	0	NA	NA	0.760948794
296	MC	MC13	0.193	2.70182137	0.590459237	NA	0.081873375	0.985625573
297	Tf	Tf7	0.255333333	0.934437308	0.157015496	0.3	0.186887462	0.880098365
298	SB	SB5	0.0895	0	0.3745371	1.8	NA	1.081554629
299	Wh	Wh12	0.1725	3.010219836	0.043615416	4.2	0.250851653	0.774317496
300	BT	BT14	0.144	4.781535205	2.211042895	2.2	0.251659748	1.021114129
301	BT	BT15	0.129	5.463995671	1.588469359	6.4	0.170749865	1.314709236
302	Ga	Ga1	0.1465	5.685632877	0.765381477	1.8	0.210578995	0.911941362
303	SA	SA12	0.246333333	1.01185274	0	NA	0.084321062	0.415974435
304	BT	BT16	0.180666667	0.362627151	2.432533071	2.3	0.120875717	NA
305	Wh	Wh5	0.167	2.356978849	1.350513998	0	0.168355632	0.478753945
306	MC	MC16	0.225666667	5.454509589	0.668488998	2.9	0.102915275	1.180688171
307	Ga	Ga3	0.2515	6.402301027	0	1.4	0.266762543	0.524910916
308	Ca	Ca18	0.123	2.725805651	0.054489455	2.8	0.160341509	0.719256114
309	SM	SM7	0.166	6.816692466	1.162758587	-1.3	0.219893305	NA
310	ST	ST5	NA	NA	0	NA	NA	NA
311	SA	SA19	0.213666667	1.340394082	0.174655042	-1.8	0.074466338	1.061651073
312	BT	BT7	0.169333333	2.213878685	3.244800616	3.2	0.130228158	1.492110353
313	Ga	Ga2	0.224666667	1.01185274	0.855819198	0.4	0.084321062	0.956103024
314	SM	SM17	NA	NA	0	NA	NA	NA
315	SB	SB6	0.249666667	0.27345	0.254043697	0.5	0.09115	1.374060878
316	BT	BT3	0.177	0	3.286305616	NA	NA	0.895062608
317	SG	SG4	0.262	0	1.14427855	-2.6	NA	0.478224575
318	BT	BT10	0.228	0.259206329	1.303779932	1.9	0.064801582	1.14737469
319	Ha	Ha11	0.316333333	3.745854473	0.21165421	0.8	0.197150235	0.649135212
320	Mu	Mu6	0.083666667	0	0	NA	NA	0.467813515
321	BT	BT11	0.162	3.88845711	1.802122474	3	0.14401693	0.866090452
322	SA	SA1	0.214666667	3.135355993	0.19111324	-1.5	0.111977	0.616491907
323	SG	SG6	0.2325	7.999427096	0.825394522	-3.3	0.156851512	0.522630561
324	Wh	Wh9	0.2065	4.981692493	0.43212322	1.3	0.207570521	0.602752822
325	Ha	Ha14	0.396333333	4.859486301	1.894054929	2.9	0.156757623	0.574325562
326	SM	SM11	0.155	0	0.52961334	1.3	NA	0.965284048
327	MC	MC18	0.239666667	1.709906301	2.341786445	4.4	0.213738288	0.794259476
328	BT	BT18	0.0905	5.972600515	1.697092434	3.4	0.192664533	0.891661969
329	SA	SA17	0.217	1.799917808	0.036809428	0	0.081814446	0.91969697
330	SM	SM14	NA	NA	0	NA	NA	NA
331	SA	SA4	0.229666667	2.329224308	0.170116372	0	0.093168972	0.67185136
332	Wh	Wh10	0.1595	0.476108712	0	4.1	0.476108712	0.687348424
333	Ca	Ca5	0.214333333	2.616773425	0.107254768	6.9	0.145376301	0.528543489
334	MC	MC11	0.168	0	1.339657988	3.4	NA	0.773181818
335	Mu	Mu15	0.099	0	0.334549205	2.1	NA	0.983787879
336	Mu	Mu4	0.203333333	2.00927189	0.35807356	-0.4	0.167439324	0.938484848
337	Ca	Ca11	0.311	0	0	3.4	NA	0.703333333
338	Mu	Mu2	0.177666667	2.534473459	0	1.4	0.079202296	1.051212121
339	Ca	Ca5	0.309	2.629153644	0.082821213	5.2	0.164322103	0.382117421
340	SA	SA9	0.197	0.575842438	0	-1	0.082263205	0.915
341	SG	SG6	0.23	6.702593425	0.084072103	1.2	0.352768075	0.539090909
342	SM	SM2	NA	0	1.343354802	NA	NA	NA
343	Tf	Tf6	0.276	0.388494822	0	0	0.194247411	0.338829947
344	ST	ST5	0.108	5.463995671	0	5.7	0.227666486	1.485454545
345	SA	SA7	0.205	0.79425	0.246070592	-0.8	0.09928125	0.516661131
346	MC	MC14	0.136333333	0	1.148041076	NA	NA	0.539780066
347	Mu	Mu14	0.129	7.044706192	0.161885037	-1	0.180633492	1.003030303
